Region;Pyrenees
1969-07-13T00:00:00.000Z;0.0480
1969-07-14T00:00:00.000Z;0.0460
1969-07-15T00:00:00.000Z;0.0410
1969-07-16T00:00:00.000Z;0.0320
1969-07-17T00:00:00.000Z;0.0290
1969-07-18T00:00:00.000Z;0.0260
1969-07-19T00:00:00.000Z;0.0250
1969-07-20T00:00:00.000Z;0.0240
1969-07-21T00:00:00.000Z;0.0230
1969-07-22T00:00:00.000Z;0.0220
1969-07-23T00:00:00.000Z;0.0210
1969-07-24T00:00:00.000Z;0.0210
1969-07-25T00:00:00.000Z;0.120
1969-07-26T00:00:00.000Z;0.265
1969-07-27T00:00:00.000Z;0.0820
1969-07-28T00:00:00.000Z;0.0470
1969-07-29T00:00:00.000Z;1.13
1969-07-30T00:00:00.000Z;0.485
1969-07-31T00:00:00.000Z;0.240
1969-08-01T00:00:00.000Z;0.135
1969-08-02T00:00:00.000Z;0.940
1969-08-03T00:00:00.000Z;0.360
1969-08-04T00:00:00.000Z;0.195
1969-08-05T00:00:00.000Z;0.110
1969-08-06T00:00:00.000Z;0.160
1969-08-07T00:00:00.000Z;0.110
1969-08-08T00:00:00.000Z;0.0700
1969-08-09T00:00:00.000Z;0.0550
1969-08-10T00:00:00.000Z;0.0480
1969-08-11T00:00:00.000Z;0.0450
1969-08-12T00:00:00.000Z;0.0400
1969-08-13T00:00:00.000Z;0.0350
1969-08-14T00:00:00.000Z;0.0320
1969-08-15T00:00:00.000Z;0.0300
1969-08-16T00:00:00.000Z;0.0280
1969-08-17T00:00:00.000Z;0.0250
1969-08-18T00:00:00.000Z;0.0240
1969-08-19T00:00:00.000Z;0.0230
1969-08-20T00:00:00.000Z;0.0220
1969-08-21T00:00:00.000Z;0.0210
1969-08-22T00:00:00.000Z;0.0210
1969-08-23T00:00:00.000Z;0.0200
1969-08-24T00:00:00.000Z;0.0190
1969-08-25T00:00:00.000Z;0.0190
1969-08-26T00:00:00.000Z;0.0180
1969-08-27T00:00:00.000Z;0.0170
1969-08-28T00:00:00.000Z;0.0170
1969-08-29T00:00:00.000Z;0.0170
1969-08-30T00:00:00.000Z;0.0160
1969-08-31T00:00:00.000Z;0.0160
1969-09-01T00:00:00.000Z;0.0150
1969-09-02T00:00:00.000Z;0.0150
1969-09-03T00:00:00.000Z;0.0140
1969-09-04T00:00:00.000Z;0.0140
1969-09-05T00:00:00.000Z;0.0130
1969-09-06T00:00:00.000Z;0.0130
1969-09-07T00:00:00.000Z;0.0120
1969-09-08T00:00:00.000Z;0.360
1969-09-09T00:00:00.000Z;0.265
1969-09-10T00:00:00.000Z;0.110
1969-09-11T00:00:00.000Z;0.0560
1969-09-12T00:00:00.000Z;0.0410
1969-09-13T00:00:00.000Z;0.0300
1969-09-14T00:00:00.000Z;0.0580
1969-09-15T00:00:00.000Z;0.100
1969-09-16T00:00:00.000Z;0.575
1969-09-17T00:00:00.000Z;0.210
1969-09-18T00:00:00.000Z;0.240
1969-09-19T00:00:00.000Z;0.910
1969-09-20T00:00:00.000Z;0.335
1969-09-21T00:00:00.000Z;0.315
1969-09-22T00:00:00.000Z;0.240
1969-09-23T00:00:00.000Z;0.150
1969-09-24T00:00:00.000Z;0.0920
1969-09-25T00:00:00.000Z;0.0630
1969-09-26T00:00:00.000Z;0.0510
1969-09-27T00:00:00.000Z;0.0450
1969-09-28T00:00:00.000Z;0.0390
1969-09-29T00:00:00.000Z;0.0330
1969-09-30T00:00:00.000Z;0.0320
1969-10-01T00:00:00.000Z;2.02
1969-10-02T00:00:00.000Z;0.650
1969-10-03T00:00:00.000Z;0.295
1969-10-04T00:00:00.000Z;0.195
1969-10-05T00:00:00.000Z;0.135
1969-10-06T00:00:00.000Z;0.0960
1969-10-07T00:00:00.000Z;0.0700
1969-10-08T00:00:00.000Z;0.0580
1969-10-09T00:00:00.000Z;0.0500
1969-10-10T00:00:00.000Z;0.0450
1969-10-11T00:00:00.000Z;0.0400
1969-10-12T00:00:00.000Z;0.0350
1969-10-13T00:00:00.000Z;0.0310
1969-10-14T00:00:00.000Z;0.0290
1969-10-15T00:00:00.000Z;0.0280
1969-10-16T00:00:00.000Z;0.0280
1969-10-17T00:00:00.000Z;0.0260
1969-10-18T00:00:00.000Z;0.0250
1969-10-19T00:00:00.000Z;0.0240
1969-10-20T00:00:00.000Z;0.0230
1969-10-21T00:00:00.000Z;0.0220
1969-10-22T00:00:00.000Z;0.0210
1969-10-23T00:00:00.000Z;0.0210
1969-10-24T00:00:00.000Z;0.0200
1969-10-25T00:00:00.000Z;0.0190
1969-10-26T00:00:00.000Z;0.0190
1969-10-27T00:00:00.000Z;0.0180
1969-10-28T00:00:00.000Z;0.0170
1969-10-29T00:00:00.000Z;0.0170
1969-10-30T00:00:00.000Z;0.0160
1969-10-31T00:00:00.000Z;0.0160
1969-11-01T00:00:00.000Z;0.0150
1969-11-02T00:00:00.000Z;0.0150
1969-11-03T00:00:00.000Z;0.0140
1969-11-04T00:00:00.000Z;0.0140
1969-11-05T00:00:00.000Z;0.0130
1969-11-06T00:00:00.000Z;0.0130
1969-11-07T00:00:00.000Z;0.0120
1969-11-08T00:00:00.000Z;0.0120
1969-11-09T00:00:00.000Z;0.0110
1969-11-10T00:00:00.000Z;0.0110
1969-11-11T00:00:00.000Z;0.0110
1969-11-12T00:00:00.000Z;0.0100
1969-11-13T00:00:00.000Z;0.0100
1969-11-14T00:00:00.000Z;0.00900
1969-11-15T00:00:00.000Z;0.00900
1969-11-16T00:00:00.000Z;0.00900
1969-11-17T00:00:00.000Z;0.00800
1969-11-18T00:00:00.000Z;0.00800
1969-11-19T00:00:00.000Z;0.00800
1969-11-20T00:00:00.000Z;0.00700
1969-11-21T00:00:00.000Z;0.00700
1969-11-22T00:00:00.000Z;0.00700
1969-11-23T00:00:00.000Z;0.00600
1969-11-24T00:00:00.000Z;0.00600
1969-11-25T00:00:00.000Z;0.0450
1969-11-26T00:00:00.000Z;0.0390
1969-11-27T00:00:00.000Z;0.0390
1969-11-28T00:00:00.000Z;0.0320
1969-11-29T00:00:00.000Z;0.0300
1969-11-30T00:00:00.000Z;0.0280
1969-12-01T00:00:00.000Z;0.0230
1969-12-02T00:00:00.000Z;0.0220
1969-12-03T00:00:00.000Z;0.0210
1969-12-04T00:00:00.000Z;4.30
1969-12-05T00:00:00.000Z;2.10
1969-12-06T00:00:00.000Z;0.735
1969-12-07T00:00:00.000Z;3.04
1969-12-08T00:00:00.000Z;1.04
1969-12-09T00:00:00.000Z;0.920
1969-12-10T00:00:00.000Z;0.515
1969-12-11T00:00:00.000Z;0.390
1969-12-12T00:00:00.000Z;0.340
1969-12-13T00:00:00.000Z;0.315
1969-12-14T00:00:00.000Z;0.275
1969-12-15T00:00:00.000Z;1.29
1969-12-16T00:00:00.000Z;8.70
1969-12-17T00:00:00.000Z;2.28
1969-12-18T00:00:00.000Z;1.94
1969-12-19T00:00:00.000Z;8.10
1969-12-20T00:00:00.000Z;5.30
1969-12-21T00:00:00.000Z;1.06
1969-12-22T00:00:00.000Z;0.725
1969-12-23T00:00:00.000Z;1.35
1969-12-24T00:00:00.000Z;1.13
1969-12-25T00:00:00.000Z;0.890
1969-12-26T00:00:00.000Z;0.535
1969-12-27T00:00:00.000Z;0.510
1969-12-28T00:00:00.000Z;0.455
1969-12-29T00:00:00.000Z;0.360
1969-12-30T00:00:00.000Z;0.275
1969-12-31T00:00:00.000Z;0.245
1970-01-01T00:00:00.000Z;0.210
1970-01-02T00:00:00.000Z;0.180
1970-01-03T00:00:00.000Z;0.170
1970-01-04T00:00:00.000Z;0.165
1970-01-05T00:00:00.000Z;0.575
1970-01-06T00:00:00.000Z;0.530
1970-01-07T00:00:00.000Z;0.295
1970-01-08T00:00:00.000Z;0.245
1970-01-09T00:00:00.000Z;0.335
1970-01-10T00:00:00.000Z;0.295
1970-01-11T00:00:00.000Z;0.265
1970-01-12T00:00:00.000Z;0.210
1970-01-13T00:00:00.000Z;0.265
1970-01-14T00:00:00.000Z;0.240
1970-01-15T00:00:00.000Z;0.180
1970-01-16T00:00:00.000Z;0.530
1970-01-17T00:00:00.000Z;0.980
1970-01-18T00:00:00.000Z;0.805
1970-01-19T00:00:00.000Z;0.725
1970-01-20T00:00:00.000Z;0.485
1970-01-21T00:00:00.000Z;1.76
1970-01-22T00:00:00.000Z;0.725
1970-01-23T00:00:00.000Z;0.390
1970-01-24T00:00:00.000Z;0.280
1970-01-25T00:00:00.000Z;0.245
1970-01-26T00:00:00.000Z;0.210
1970-01-27T00:00:00.000Z;0.195
1970-01-28T00:00:00.000Z;0.200
1970-01-29T00:00:00.000Z;0.180
1970-01-30T00:00:00.000Z;1.81
1970-01-31T00:00:00.000Z;2.84
1970-02-01T00:00:00.000Z;1.20
1970-02-02T00:00:00.000Z;3.35
1970-02-03T00:00:00.000Z;1.00
1970-02-04T00:00:00.000Z;0.510
1970-02-05T00:00:00.000Z;0.335
1970-02-06T00:00:00.000Z;0.270
1970-02-07T00:00:00.000Z;0.240
1970-02-08T00:00:00.000Z;0.195
1970-02-09T00:00:00.000Z;0.165
1970-02-10T00:00:00.000Z;0.165
1970-02-11T00:00:00.000Z;0.215
1970-02-12T00:00:00.000Z;0.215
1970-02-13T00:00:00.000Z;0.485
1970-02-14T00:00:00.000Z;0.390
1970-02-15T00:00:00.000Z;0.295
1970-02-16T00:00:00.000Z;0.250
1970-02-17T00:00:00.000Z;0.530
1970-02-18T00:00:00.000Z;1.40
1970-02-19T00:00:00.000Z;0.910
1970-02-20T00:00:00.000Z;0.980
1970-02-21T00:00:00.000Z;1.33
1970-02-22T00:00:00.000Z;0.725
1970-02-23T00:00:00.000Z;0.450
1970-02-24T00:00:00.000Z;0.510
1970-02-25T00:00:00.000Z;0.550
1970-02-26T00:00:00.000Z;0.570
1970-02-27T00:00:00.000Z;0.325
1970-02-28T00:00:00.000Z;0.275
1970-03-01T00:00:00.000Z;0.300
1970-03-02T00:00:00.000Z;0.270
1970-03-03T00:00:00.000Z;0.315
1970-03-04T00:00:00.000Z;0.275
1970-03-05T00:00:00.000Z;0.390
1970-03-06T00:00:00.000Z;0.320
1970-03-07T00:00:00.000Z;0.360
1970-03-08T00:00:00.000Z;0.545
1970-03-09T00:00:00.000Z;0.450
1970-03-10T00:00:00.000Z;0.415
1970-03-11T00:00:00.000Z;0.320
1970-03-12T00:00:00.000Z;0.390
1970-03-13T00:00:00.000Z;0.485
1970-03-14T00:00:00.000Z;0.520
1970-03-15T00:00:00.000Z;0.460
1970-03-16T00:00:00.000Z;0.500
1970-03-17T00:00:00.000Z;0.690
1970-03-18T00:00:00.000Z;0.790
1970-03-19T00:00:00.000Z;6.37
1970-03-20T00:00:00.000Z;2.77
1970-03-21T00:00:00.000Z;1.57
1970-03-22T00:00:00.000Z;1.57
1970-03-23T00:00:00.000Z;3.04
1970-03-24T00:00:00.000Z;0.970
1970-03-25T00:00:00.000Z;0.650
1970-03-26T00:00:00.000Z;0.610
1970-03-27T00:00:00.000Z;0.775
1970-03-28T00:00:00.000Z;0.585
1970-03-29T00:00:00.000Z;0.460
1970-03-30T00:00:00.000Z;0.390
1970-03-31T00:00:00.000Z;0.360
1970-04-01T00:00:00.000Z;0.390
1970-04-02T00:00:00.000Z;0.320
1970-04-03T00:00:00.000Z;0.335
1970-04-04T00:00:00.000Z;0.340
1970-04-05T00:00:00.000Z;0.335
1970-04-06T00:00:00.000Z;0.415
1970-04-07T00:00:00.000Z;0.390
1970-04-08T00:00:00.000Z;0.415
1970-04-09T00:00:00.000Z;0.370
1970-04-10T00:00:00.000Z;0.390
1970-04-11T00:00:00.000Z;0.485
1970-04-12T00:00:00.000Z;0.530
1970-04-13T00:00:00.000Z;0.810
1970-04-14T00:00:00.000Z;0.695
1970-04-15T00:00:00.000Z;0.610
1970-04-16T00:00:00.000Z;0.390
1970-04-17T00:00:00.000Z;0.295
1970-04-18T00:00:00.000Z;0.250
1970-04-19T00:00:00.000Z;0.240
1970-04-20T00:00:00.000Z;2.70
1970-04-21T00:00:00.000Z;1.47
1970-04-22T00:00:00.000Z;1.24
1970-04-23T00:00:00.000Z;0.775
1970-04-24T00:00:00.000Z;0.360
1970-04-25T00:00:00.000Z;0.275
1970-04-26T00:00:00.000Z;1.38
1970-04-27T00:00:00.000Z;0.805
1970-04-28T00:00:00.000Z;0.940
1970-04-29T00:00:00.000Z;0.950
1970-04-30T00:00:00.000Z;1.70
1970-05-01T00:00:00.000Z;0.880
1970-05-02T00:00:00.000Z;0.610
1970-05-03T00:00:00.000Z;0.415
1970-05-04T00:00:00.000Z;0.315
1970-05-05T00:00:00.000Z;0.295
1970-05-06T00:00:00.000Z;1.46
1970-05-07T00:00:00.000Z;2.19
1970-05-08T00:00:00.000Z;2.96
1970-05-09T00:00:00.000Z;1.80
1970-05-10T00:00:00.000Z;0.850
1970-05-11T00:00:00.000Z;0.650
1970-05-12T00:00:00.000Z;0.450
1970-05-13T00:00:00.000Z;0.315
1970-05-14T00:00:00.000Z;0.265
1970-05-15T00:00:00.000Z;0.240
1970-05-16T00:00:00.000Z;0.295
1970-05-17T00:00:00.000Z;3.79
1970-05-18T00:00:00.000Z;1.61
1970-05-19T00:00:00.000Z;1.24
1970-05-20T00:00:00.000Z;0.610
1970-05-21T00:00:00.000Z;0.360
1970-05-22T00:00:00.000Z;0.285
1970-05-23T00:00:00.000Z;0.245
1970-05-24T00:00:00.000Z;0.195
1970-05-25T00:00:00.000Z;0.160
1970-05-26T00:00:00.000Z;0.135
1970-05-27T00:00:00.000Z;0.110
1970-05-28T00:00:00.000Z;0.100
1970-05-29T00:00:00.000Z;0.0900
1970-05-30T00:00:00.000Z;0.0800
1970-05-31T00:00:00.000Z;0.0760
1970-06-01T00:00:00.000Z;0.0700
1970-06-02T00:00:00.000Z;0.0650
1970-06-03T00:00:00.000Z;0.0630
1970-06-04T00:00:00.000Z;0.0600
1970-06-05T00:00:00.000Z;0.0560
1970-06-06T00:00:00.000Z;0.0500
1970-06-07T00:00:00.000Z;0.0480
1970-06-08T00:00:00.000Z;0.0460
1970-06-09T00:00:00.000Z;0.415
1970-06-10T00:00:00.000Z;0.485
1970-06-11T00:00:00.000Z;0.195
1970-06-12T00:00:00.000Z;1.36
1970-06-13T00:00:00.000Z;9.69
1970-06-14T00:00:00.000Z;1.47
1970-06-15T00:00:00.000Z;0.880
1970-06-16T00:00:00.000Z;0.510
1970-06-17T00:00:00.000Z;0.400
1970-06-18T00:00:00.000Z;0.800
1970-06-19T00:00:00.000Z;1.00
1970-06-20T00:00:00.000Z;2.10
1970-06-21T00:00:00.000Z;0.880
1970-06-22T00:00:00.000Z;0.485
1970-06-23T00:00:00.000Z;0.335
1970-06-24T00:00:00.000Z;0.265
1970-06-25T00:00:00.000Z;0.210
1970-06-26T00:00:00.000Z;0.175
1970-06-27T00:00:00.000Z;0.130
1970-06-28T00:00:00.000Z;0.230
1970-06-29T00:00:00.000Z;0.315
1970-06-30T00:00:00.000Z;0.210
1970-07-01T00:00:00.000Z;0.150
1970-07-02T00:00:00.000Z;0.105
1970-07-03T00:00:00.000Z;0.110
1970-07-04T00:00:00.000Z;0.0900
1970-07-05T00:00:00.000Z;0.0760
1970-07-06T00:00:00.000Z;0.0650
1970-07-07T00:00:00.000Z;0.0600
1970-07-08T00:00:00.000Z;0.0580
1970-07-09T00:00:00.000Z;0.0550
1970-07-10T00:00:00.000Z;0.0470
1970-07-11T00:00:00.000Z;0.0460
1970-07-12T00:00:00.000Z;0.0420
1970-07-13T00:00:00.000Z;0.0400
1970-07-14T00:00:00.000Z;0.0430
1970-07-15T00:00:00.000Z;0.0940
1970-07-16T00:00:00.000Z;0.195
1970-07-17T00:00:00.000Z;0.0760
1970-07-18T00:00:00.000Z;0.0500
1970-07-19T00:00:00.000Z;0.0460
1970-07-20T00:00:00.000Z;0.0410
1970-07-21T00:00:00.000Z;0.0330
1970-07-22T00:00:00.000Z;0.0320
1970-07-23T00:00:00.000Z;0.0290
1970-07-24T00:00:00.000Z;0.0280
1970-07-25T00:00:00.000Z;0.0260
1970-07-26T00:00:00.000Z;0.0250
1970-07-27T00:00:00.000Z;0.0240
1970-07-28T00:00:00.000Z;0.0230
1970-07-29T00:00:00.000Z;0.0220
1970-07-30T00:00:00.000Z;0.0200
1970-07-31T00:00:00.000Z;0.0250
1970-08-01T00:00:00.000Z;0.0200
1970-08-02T00:00:00.000Z;0.0190
1970-08-03T00:00:00.000Z;0.0190
1970-08-04T00:00:00.000Z;0.0180
1970-08-05T00:00:00.000Z;0.0170
1970-08-06T00:00:00.000Z;0.0170
1970-08-07T00:00:00.000Z;0.0170
1970-08-08T00:00:00.000Z;0.0160
1970-08-09T00:00:00.000Z;0.0150
1970-08-10T00:00:00.000Z;0.0150
1970-08-11T00:00:00.000Z;0.0150
1970-08-12T00:00:00.000Z;0.0150
1970-08-13T00:00:00.000Z;0.0140
1970-08-14T00:00:00.000Z;0.0140
1970-08-15T00:00:00.000Z;0.0140
1970-08-16T00:00:00.000Z;0.0130
1970-08-17T00:00:00.000Z;0.0130
1970-08-18T00:00:00.000Z;0.0130
1970-08-19T00:00:00.000Z;0.0130
1970-08-20T00:00:00.000Z;0.0120
1970-08-21T00:00:00.000Z;0.0120
1970-08-22T00:00:00.000Z;0.0130
1970-08-23T00:00:00.000Z;0.0130
1970-08-24T00:00:00.000Z;0.0130
1970-08-25T00:00:00.000Z;0.0120
1970-08-26T00:00:00.000Z;0.0110
1970-08-27T00:00:00.000Z;0.0110
1970-08-28T00:00:00.000Z;0.0110
1970-08-29T00:00:00.000Z;0.0110
1970-08-30T00:00:00.000Z;0.0110
1970-08-31T00:00:00.000Z;0.0100
1970-09-01T00:00:00.000Z;0.0100
1970-09-02T00:00:00.000Z;0.0100
1970-09-03T00:00:00.000Z;0.0100
1970-09-04T00:00:00.000Z;0.0100
1970-09-05T00:00:00.000Z;0.0100
1970-09-06T00:00:00.000Z;0.00900
1970-09-07T00:00:00.000Z;0.00900
1970-09-08T00:00:00.000Z;0.00900
1970-09-09T00:00:00.000Z;0.00900
1970-09-10T00:00:00.000Z;0.00900
1970-09-11T00:00:00.000Z;0.00800
1970-09-12T00:00:00.000Z;0.00800
1970-09-13T00:00:00.000Z;0.00800
1970-09-14T00:00:00.000Z;0.00800
1970-09-15T00:00:00.000Z;0.00800
1970-09-16T00:00:00.000Z;0.00700
1970-09-17T00:00:00.000Z;0.00700
1970-09-18T00:00:00.000Z;0.00700
1970-09-19T00:00:00.000Z;0.00700
1970-09-20T00:00:00.000Z;0.00700
1970-09-21T00:00:00.000Z;0.00600
1970-09-22T00:00:00.000Z;0.00600
1970-09-23T00:00:00.000Z;0.00600
1970-09-24T00:00:00.000Z;0.00600
1970-09-25T00:00:00.000Z;0.00600
1970-09-26T00:00:00.000Z;0.00500
1970-09-27T00:00:00.000Z;0.00500
1970-09-28T00:00:00.000Z;0.00500
1970-09-29T00:00:00.000Z;0.00500
1970-09-30T00:00:00.000Z;0.00500
1970-10-01T00:00:00.000Z;0.00400
1970-10-02T00:00:00.000Z;0.00400
1970-10-03T00:00:00.000Z;0.00400
1970-10-04T00:00:00.000Z;0.00400
1970-10-05T00:00:00.000Z;0.00500
1970-10-06T00:00:00.000Z;0.00500
1970-10-07T00:00:00.000Z;0.00500
1970-10-08T00:00:00.000Z;0.00400
1970-10-09T00:00:00.000Z;0.00400
1970-10-10T00:00:00.000Z;0.00400
1970-10-11T00:00:00.000Z;0.00400
1970-10-12T00:00:00.000Z;0.590
1970-10-13T00:00:00.000Z;0.0580
1970-10-14T00:00:00.000Z;0.0300
1970-10-15T00:00:00.000Z;0.0170
1970-10-16T00:00:00.000Z;0.0130
1970-10-17T00:00:00.000Z;0.0110
1970-10-18T00:00:00.000Z;0.0110
1970-10-19T00:00:00.000Z;0.0100
1970-10-20T00:00:00.000Z;0.0110
1970-10-21T00:00:00.000Z;0.640
1970-10-22T00:00:00.000Z;0.360
1970-10-23T00:00:00.000Z;0.265
1970-10-24T00:00:00.000Z;0.210
1970-10-25T00:00:00.000Z;0.160
1970-10-26T00:00:00.000Z;0.120
1970-10-27T00:00:00.000Z;0.100
1970-10-28T00:00:00.000Z;0.0760
1970-10-29T00:00:00.000Z;0.0580
1970-10-30T00:00:00.000Z;0.0500
1970-10-31T00:00:00.000Z;0.0450
1970-11-01T00:00:00.000Z;0.0370
1970-11-02T00:00:00.000Z;0.0300
1970-11-03T00:00:00.000Z;0.0260
1970-11-04T00:00:00.000Z;0.0250
1970-11-05T00:00:00.000Z;0.0200
1970-11-06T00:00:00.000Z;0.0190
1970-11-07T00:00:00.000Z;0.0180
1970-11-08T00:00:00.000Z;0.0440
1970-11-09T00:00:00.000Z;0.0450
1970-11-10T00:00:00.000Z;0.0330
1970-11-11T00:00:00.000Z;0.0280
1970-11-12T00:00:00.000Z;0.0250
1970-11-13T00:00:00.000Z;0.355
1970-11-14T00:00:00.000Z;0.315
1970-11-15T00:00:00.000Z;0.255
1970-11-16T00:00:00.000Z;0.405
1970-11-17T00:00:00.000Z;1.67
1970-11-18T00:00:00.000Z;0.415
1970-11-19T00:00:00.000Z;0.265
1970-11-20T00:00:00.000Z;0.245
1970-11-21T00:00:00.000Z;0.285
1970-11-22T00:00:00.000Z;0.275
1970-11-23T00:00:00.000Z;0.210
1970-11-24T00:00:00.000Z;0.150
1970-11-25T00:00:00.000Z;0.110
1970-11-26T00:00:00.000Z;0.0900
1970-11-27T00:00:00.000Z;0.0760
1970-11-28T00:00:00.000Z;0.0630
1970-11-29T00:00:00.000Z;0.0600
1970-11-30T00:00:00.000Z;0.0550
1970-12-01T00:00:00.000Z;0.0450
1970-12-02T00:00:00.000Z;0.0390
1970-12-03T00:00:00.000Z;0.0350
1970-12-04T00:00:00.000Z;0.0320
1970-12-05T00:00:00.000Z;0.0300
1970-12-06T00:00:00.000Z;0.0280
1970-12-07T00:00:00.000Z;0.0280
1970-12-08T00:00:00.000Z;0.0300
1970-12-09T00:00:00.000Z;0.0450
1970-12-10T00:00:00.000Z;0.220
1970-12-11T00:00:00.000Z;0.410
1970-12-12T00:00:00.000Z;0.275
1970-12-13T00:00:00.000Z;0.240
1970-12-14T00:00:00.000Z;0.270
1970-12-15T00:00:00.000Z;0.295
1970-12-16T00:00:00.000Z;0.245
1970-12-17T00:00:00.000Z;0.195
1970-12-18T00:00:00.000Z;0.140
1970-12-19T00:00:00.000Z;0.120
1970-12-20T00:00:00.000Z;0.100
1970-12-21T00:00:00.000Z;0.0900
1970-12-22T00:00:00.000Z;0.0820
1970-12-23T00:00:00.000Z;0.0760
1970-12-24T00:00:00.000Z;0.0700
1970-12-25T00:00:00.000Z;0.0580
1970-12-26T00:00:00.000Z;0.0550
1970-12-27T00:00:00.000Z;0.0430
1970-12-28T00:00:00.000Z;0.0410
1970-12-29T00:00:00.000Z;0.0390
1970-12-30T00:00:00.000Z;0.0380
1970-12-31T00:00:00.000Z;0.0350
1971-01-01T00:00:00.000Z;0.0340
1971-01-02T00:00:00.000Z;0.0320
1971-01-03T00:00:00.000Z;0.0300
1971-01-04T00:00:00.000Z;0.0290
1971-01-05T00:00:00.000Z;0.0280
1971-01-06T00:00:00.000Z;2.36
1971-01-07T00:00:00.000Z;1.24
1971-01-08T00:00:00.000Z;0.805
1971-01-09T00:00:00.000Z;0.450
1971-01-10T00:00:00.000Z;0.315
1971-01-11T00:00:00.000Z;0.250
